rgn_id,resilience.score
1804,0.833333333333333
1805,0.833333333333333
1811,0.833333333333333
1812,0.833333333333333
1813,0.833333333333333
1815,0.833333333333333
1816,0.833333333333333
1818,0.833333333333333
1820,0.833333333333333
1822,0.833333333333333
1824,0.833333333333333
1827,0.833333333333333
1828,0.833333333333333
1832,0.833333333333333
1833,0.833333333333333
1834,0.833333333333333
1835,0.833333333333333
1836,0.833333333333333
1837,0.833333333333333
1838,0.833333333333333
1840,0.833333333333333
1841,0.833333333333333
1845,0.833333333333333
1848,0.833333333333333
1849,0.833333333333333
1850,0.833333333333333
1851,0.833333333333333
1852,0.833333333333333
1853,0.833333333333333
1854,0.833333333333333
1856,0.833333333333333
1857,0.833333333333333
1859,0.833333333333333
1860,0.833333333333333
1865,0.833333333333333
1866,0.833333333333333
1867,0.833333333333333
1868,0.833333333333333
1870,0.833333333333333
1871,0.833333333333333
1874,0.833333333333333
1902,0.833333333333333
1903,0.833333333333333
1911,0.833333333333333
1913,0.833333333333333
1917,0.833333333333333
1919,0.833333333333333
1920,0.833333333333333
1923,0.833333333333333
1924,0.833333333333333
1925,0.833333333333333
1926,0.833333333333333
1927,0.833333333333333
1928,0.833333333333333
1929,0.833333333333333
1931,0.833333333333333
1933,0.833333333333333
1936,0.833333333333333
1938,0.833333333333333
1939,0.833333333333333
1940,0.833333333333333
1941,0.833333333333333
1942,0.833333333333333
1943,0.833333333333333
2002,0.833333333333333
2003,0.833333333333333
2004,0.833333333333333
2012,0.833333333333333
2014,0.833333333333333
2015,0.833333333333333
2017,0.833333333333333
2018,0.833333333333333
2019,0.833333333333333
2020,0.833333333333333
2022,0.833333333333333
2023,0.833333333333333
2024,0.833333333333333
2025,0.833333333333333
2027,0.833333333333333
2028,0.833333333333333
2030,0.833333333333333
