rgn_id,year,trend
1804,2016,0.0553373795073188
1805,2016,0.0553373795073188
1811,2016,0.0553373795073188
1812,2016,0.0553373795073188
1813,2016,0.0553373795073188
1815,2016,0.0553373795073188
1816,2016,0.0553373795073188
1818,2016,0.0553373795073188
1820,2016,0.0553373795073188
1822,2016,0.0553373795073188
1824,2016,0.0553373795073188
1827,2016,0.0553373795073188
1828,2016,0.0553373795073188
1832,2016,0.0553373795073188
1833,2016,0.0553373795073188
1834,2016,0.0553373795073188
1835,2016,0.0553373795073188
1836,2016,0.0553373795073188
1837,2016,0.0553373795073188
1838,2016,0.0553373795073188
1840,2016,0.0553373795073188
1841,2016,0.0553373795073188
1845,2016,0.0553373795073188
1848,2016,0.0553373795073188
1849,2016,0.0553373795073188
1850,2016,0.0553373795073188
1851,2016,0.0553373795073188
1852,2016,0.0553373795073188
1853,2016,0.0553373795073188
1854,2016,0.0553373795073188
1856,2016,0.0553373795073188
1857,2016,0.0553373795073188
1859,2016,0.0553373795073188
1860,2016,0.0553373795073188
1865,2016,0.0553373795073188
1866,2016,0.0553373795073188
1867,2016,0.0553373795073188
1868,2016,0.0553373795073188
1870,2016,0.0553373795073188
1871,2016,0.0553373795073188
1874,2016,0.0553373795073188
1902,2016,0.0553373795073188
1903,2016,0.0553373795073188
1911,2016,0.0553373795073188
1913,2016,0.0553373795073188
1917,2016,0.0553373795073188
1919,2016,0.0553373795073188
1920,2016,0.0553373795073188
1923,2016,0.0553373795073188
1924,2016,0.0553373795073188
1925,2016,0.0553373795073188
1926,2016,0.0553373795073188
1927,2016,0.0553373795073188
1928,2016,0.0553373795073188
1929,2016,0.0553373795073188
1931,2016,0.0553373795073188
1933,2016,0.0553373795073188
1936,2016,0.0553373795073188
1938,2016,0.0553373795073188
1939,2016,0.0553373795073188
1940,2016,0.0553373795073188
1941,2016,0.0553373795073188
1942,2016,0.0553373795073188
1943,2016,0.0553373795073188
2002,2016,0.0553373795073188
2003,2016,0.0553373795073188
2004,2016,0.0553373795073188
2012,2016,0.0553373795073188
2014,2016,0.0553373795073188
2015,2016,0.0553373795073188
2017,2016,0.0553373795073188
2018,2016,0.0553373795073188
2019,2016,0.0553373795073188
2020,2016,0.0553373795073188
2022,2016,0.0553373795073188
2023,2016,0.0553373795073188
2024,2016,0.0553373795073188
2025,2016,0.0553373795073188
2027,2016,0.0553373795073188
2028,2016,0.0553373795073188
2030,2016,0.0553373795073188
