rgn_id,habitat,year,health
1804,seaice_edge,2007,0.83856320441093
1804,seaice_shoreline,2007,0.668245554678396
1804,seaice_edge,2008,0.781967080191357
1804,seaice_shoreline,2008,0.671553700988685
1804,seaice_edge,2009,0.779048082380605
1804,seaice_shoreline,2009,0.751776249013195
1804,seaice_edge,2010,0.776129084569853
1804,seaice_shoreline,2010,0.79726326077967
1804,seaice_edge,2011,0.794940403794697
1804,seaice_shoreline,2011,0.767489943987068
1804,seaice_edge,2012,0.735911781399497
1804,seaice_shoreline,2012,0.650877786549378
1804,seaice_edge,2013,0.751479769723506
1804,seaice_shoreline,2013,0.587195970076313
1804,seaice_edge,2014,0.785372577637233
1804,seaice_shoreline,2014,0.569001165369723
1804,seaice_edge,2015,0.780021081650855
1804,seaice_shoreline,2015,0.618623360024059
1804,seaice_edge,2016,0.776615584204978
1804,seaice_shoreline,2016,0.555768580128567
1804,seaice_edge,2017,0.750831103543339
1804,seaice_shoreline,2017,0.518551934137814
1805,seaice_edge,2007,0.83856320441093
1805,seaice_shoreline,2007,0.668245554678396
1805,seaice_edge,2008,0.781967080191357
1805,seaice_shoreline,2008,0.671553700988685
1805,seaice_edge,2009,0.779048082380605
1805,seaice_shoreline,2009,0.751776249013195
1805,seaice_edge,2010,0.776129084569853
1805,seaice_shoreline,2010,0.79726326077967
1805,seaice_edge,2011,0.794940403794697
1805,seaice_shoreline,2011,0.767489943987068
1805,seaice_edge,2012,0.735911781399497
1805,seaice_shoreline,2012,0.650877786549378
1805,seaice_edge,2013,0.751479769723506
1805,seaice_shoreline,2013,0.587195970076313
1805,seaice_edge,2014,0.785372577637233
1805,seaice_shoreline,2014,0.569001165369723
1805,seaice_edge,2015,0.780021081650855
1805,seaice_shoreline,2015,0.618623360024059
1805,seaice_edge,2016,0.776615584204978
1805,seaice_shoreline,2016,0.555768580128567
1805,seaice_edge,2017,0.750831103543339
1805,seaice_shoreline,2017,0.518551934137814
1811,seaice_edge,2007,0.83856320441093
1811,seaice_shoreline,2007,0.668245554678396
1811,seaice_edge,2008,0.781967080191357
1811,seaice_shoreline,2008,0.671553700988685
1811,seaice_edge,2009,0.779048082380605
1811,seaice_shoreline,2009,0.751776249013195
1811,seaice_edge,2010,0.776129084569853
1811,seaice_shoreline,2010,0.79726326077967
1811,seaice_edge,2011,0.794940403794697
1811,seaice_shoreline,2011,0.767489943987068
1811,seaice_edge,2012,0.735911781399497
1811,seaice_shoreline,2012,0.650877786549378
1811,seaice_edge,2013,0.751479769723506
1811,seaice_shoreline,2013,0.587195970076313
1811,seaice_edge,2014,0.785372577637233
1811,seaice_shoreline,2014,0.569001165369723
1811,seaice_edge,2015,0.780021081650855
1811,seaice_shoreline,2015,0.618623360024059
1811,seaice_edge,2016,0.776615584204978
1811,seaice_shoreline,2016,0.555768580128567
1811,seaice_edge,2017,0.750831103543339
1811,seaice_shoreline,2017,0.518551934137814
1812,seaice_edge,2007,0.83856320441093
1812,seaice_shoreline,2007,0.668245554678396
1812,seaice_edge,2008,0.781967080191357
1812,seaice_shoreline,2008,0.671553700988685
1812,seaice_edge,2009,0.779048082380605
1812,seaice_shoreline,2009,0.751776249013195
1812,seaice_edge,2010,0.776129084569853
1812,seaice_shoreline,2010,0.79726326077967
1812,seaice_edge,2011,0.794940403794697
1812,seaice_shoreline,2011,0.767489943987068
1812,seaice_edge,2012,0.735911781399497
1812,seaice_shoreline,2012,0.650877786549378
1812,seaice_edge,2013,0.751479769723506
1812,seaice_shoreline,2013,0.587195970076313
1812,seaice_edge,2014,0.785372577637233
1812,seaice_shoreline,2014,0.569001165369723
1812,seaice_edge,2015,0.780021081650855
1812,seaice_shoreline,2015,0.618623360024059
1812,seaice_edge,2016,0.776615584204978
1812,seaice_shoreline,2016,0.555768580128567
1812,seaice_edge,2017,0.750831103543339
1812,seaice_shoreline,2017,0.518551934137814
1813,seaice_edge,2007,0.83856320441093
1813,seaice_shoreline,2007,0.668245554678396
1813,seaice_edge,2008,0.781967080191357
1813,seaice_shoreline,2008,0.671553700988685
1813,seaice_edge,2009,0.779048082380605
1813,seaice_shoreline,2009,0.751776249013195
1813,seaice_edge,2010,0.776129084569853
1813,seaice_shoreline,2010,0.79726326077967
1813,seaice_edge,2011,0.794940403794697
1813,seaice_shoreline,2011,0.767489943987068
1813,seaice_edge,2012,0.735911781399497
1813,seaice_shoreline,2012,0.650877786549378
1813,seaice_edge,2013,0.751479769723506
1813,seaice_shoreline,2013,0.587195970076313
1813,seaice_edge,2014,0.785372577637233
1813,seaice_shoreline,2014,0.569001165369723
1813,seaice_edge,2015,0.780021081650855
1813,seaice_shoreline,2015,0.618623360024059
1813,seaice_edge,2016,0.776615584204978
1813,seaice_shoreline,2016,0.555768580128567
1813,seaice_edge,2017,0.750831103543339
1813,seaice_shoreline,2017,0.518551934137814
1815,seaice_edge,2007,0.83856320441093
1815,seaice_shoreline,2007,0.668245554678396
1815,seaice_edge,2008,0.781967080191357
1815,seaice_shoreline,2008,0.671553700988685
1815,seaice_edge,2009,0.779048082380605
1815,seaice_shoreline,2009,0.751776249013195
1815,seaice_edge,2010,0.776129084569853
1815,seaice_shoreline,2010,0.79726326077967
1815,seaice_edge,2011,0.794940403794697
1815,seaice_shoreline,2011,0.767489943987068
1815,seaice_edge,2012,0.735911781399497
1815,seaice_shoreline,2012,0.650877786549378
1815,seaice_edge,2013,0.751479769723506
1815,seaice_shoreline,2013,0.587195970076313
1815,seaice_edge,2014,0.785372577637233
