"region_id","stock_id","taxon_key","year","catch","score","gapfilled","method"
1804,"Marine_animals-27",1e+05,2018,5611.34097655556,0.0647831752812502,1,"Mean gapfilled"
1804,"Clupeoids-27",100035,2018,0.0446277777777778,0.0647831752812502,1,"Mean gapfilled"
1804,"Scombroids-27",100036,2018,0.0864998055555556,0.0647831752812502,1,"Mean gapfilled"
1804,"Marine_fishes_not_identified-27",100039,2018,19409.4196835556,0.0647831752812502,1,"Mean gapfilled"
1804,"King_crabs_squat-lobsters-27",100044,2018,0.69240516,0.0647831752812502,1,"Mean gapfilled"
1804,"Miscellaneous_marine_crustaceans-27",100047,2018,327.317015,0.0647831752812502,1,"Mean gapfilled"
1804,"Clams_cockles_arkshells-27",100056,2018,32.9445093888889,0.0647831752812502,1,"Mean gapfilled"
1804,"Miscellaneous_marine_molluscs-27",100058,2018,2074.88769927778,0.0647831752812502,1,"Mean gapfilled"
1804,"Marine_fishes_not_identified-27",100139,2018,427.4041396,0.0647831752812502,1,"Mean gapfilled"
1804,"Sharks_rays_chimaeras-27",100338,2018,126.928262361111,0.0647831752812502,1,"Mean gapfilled"
1804,"Marine_fishes_not_identified-27",100339,2018,3.61111111111111e-05,0.0647831752812502,1,"Mean gapfilled"
1804,"Sharks_rays_chimaeras-27",100538,2018,25.7403381111111,0.0647831752812502,1,"Mean gapfilled"
1804,"Cephalopoda-27",290002,2018,91.979634,0.161957938203126,1,"Mean gapfilled"
1804,"Bivalvia-27",290004,2018,5.1339905,0.161957938203126,1,"Mean gapfilled"
1804,"Gastropoda-27",290006,2018,0.012276,0.161957938203126,1,"Mean gapfilled"
1804,"Asteroidea-27",290010,2018,6.16165483333333,0.161957938203126,1,"Mean gapfilled"
1804,"Echinoidea-27",290011,2018,1.22028792592593,0.161957938203126,1,"Mean gapfilled"
1804,"Holothuroidea-27",290012,2018,8.397348125,0.161957938203126,1,"Mean gapfilled"
1804,"Carcharhiniformes-27",300008,2018,5.02252,0.323915876406251,1,"Mean gapfilled"
1804,"Squaliformes-27",300009,2018,27.7291305555556,0.323915876406251,1,"Mean gapfilled"
1804,"Rajiformes-27",300014,2018,100.556453972222,0.323915876406251,1,"Mean gapfilled"
1804,"Anguilliformes-27",300026,2018,4.28419727777778,0.323915876406251,1,"Mean gapfilled"
1804,"Clupeiformes-27",300028,2018,17.8853050833333,0.323915876406251,1,"Mean gapfilled"
1804,"Gadiformes-27",300044,2018,522.968965277778,0.323915876406251,1,"Mean gapfilled"
1804,"Scorpaeniformes-27",300059,2018,44.1597918333333,0.323915876406251,1,"Mean gapfilled"
1804,"Perciformes-27",300060,2018,40.7773783611111,0.323915876406251,1,"Mean gapfilled"
1804,"Pleuronectiformes-27",300061,2018,705.335308194444,0.323915876406251,1,"Mean gapfilled"
1804,"Teuthida-27",390002,2018,653.424316277778,0.323915876406251,1,"Mean gapfilled"
1804,"Sepiida-27",390006,2018,252.493464111111,0.323915876406251,1,"Mean gapfilled"
1804,"Octopoda-27",390007,2018,0.0440666666666667,0.323915876406251,1,"Mean gapfilled"
1804,"Lamnidae-27",400009,2018,11772.073691,0.518265402250002,1,"Mean gapfilled"
1804,"Scyliorhinidae-27",400010,2018,0.218697923076923,0.518265402250002,1,"Mean gapfilled"
1804,"Squalidae-27",400013,2018,306.276902861111,0.518265402250002,1,"Mean gapfilled"
1804,"Rajidae-27",400019,2018,8739.12097922222,0.518265402250002,1,"Mean gapfilled"
1804,"Dasyatidae-27",400020,2018,0.0548133333333333,0.518265402250002,1,"Mean gapfilled"
1804,"Muraenidae-27",400056,2018,0.0538117142857143,0.518265402250002,1,"Mean gapfilled"
1804,"Congridae-27",400062,2018,0.411806,0.518265402250002,1,"Mean gapfilled"
1804,"Salmonidae-27",400076,2018,20.2917308611111,0.518265402250002,1,"Mean gapfilled"
1804,"Myctophidae-27",400167,2018,342.4721338125,0.518265402250002,1,"Mean gapfilled"
1804,"Moridae-27",400180,2018,0.120667666666667,0.518265402250002,1,"Mean gapfilled"
1804,"Macrouridae-27",400185,2018,73.8574852222222,0.518265402250002,1,"Mean gapfilled"
1804,"Lophiidae-27",400190,2018,2668.51027358824,0.518265402250002,1,"Mean gapfilled"
1804,"Trachichthyidae-27",400236,2018,0.00336666666666667,0.518265402250002,1,"Mean gapfilled"
1804,"Berycidae-27",400240,2018,366488.633917556,0.518265402250002,1,"Mean gapfilled"
1804,"Holocentridae-27",400243,2018,0.00246470588235294,0.518265402250002,1,"Mean gapfilled"
1804,"Oreosomatidae-27",400250,2018,9.51040625,0.518265402250002,1,"Mean gapfilled"
1804,"Caproidae-27",400252,2018,2750.2413075,0.518265402250002,1,"Mean gapfilled"
